"","name","longitude","latitude","scientificName","year","month","day","eventDate","individualCount"
"3348","Spinus tristis (Linnaeus, 1758)",-123.10318,44.043518,"Spinus tristis (Linnaeus, 1758)",2020,4,25,2020-04-25,2
"3349","Spinus tristis (Linnaeus, 1758)",-123.14431,44.187916,"Spinus tristis (Linnaeus, 1758)",2020,4,13,2020-04-13,1
"3350","Spinus tristis (Linnaeus, 1758)",-123.38501,42.452404,"Spinus tristis (Linnaeus, 1758)",2020,4,7,2020-04-07,2
"3351","Spinus tristis (Linnaeus, 1758)",-123.2624,44.538895,"Spinus tristis (Linnaeus, 1758)",2020,4,23,2020-04-23,2
"3352","Spinus tristis (Linnaeus, 1758)",-123.08518,45.50649,"Spinus tristis (Linnaeus, 1758)",2020,4,8,2020-04-08,4
"3353","Spinus tristis (Linnaeus, 1758)",-122.820755,45.71448,"Spinus tristis (Linnaeus, 1758)",2020,4,20,2020-04-20,4
"3354","Spinus tristis (Linnaeus, 1758)",-123.785034,42.362984,"Spinus tristis (Linnaeus, 1758)",2020,4,26,2020-04-26,1
"3355","Spinus tristis (Linnaeus, 1758)",-123.12092,44.597816,"Spinus tristis (Linnaeus, 1758)",2020,4,16,2020-04-16,2
"3356","Spinus tristis (Linnaeus, 1758)",-123.20716,45.22162,"Spinus tristis (Linnaeus, 1758)",2020,4,13,2020-04-13,NA
"3357","Spinus tristis (Linnaeus, 1758)",-124.10747,44.310432,"Spinus tristis (Linnaeus, 1758)",2020,4,27,2020-04-27,6
"3358","Spinus tristis (Linnaeus, 1758)",-123.24626,44.541058,"Spinus tristis (Linnaeus, 1758)",2020,4,26,2020-04-26,11
"3359","Spinus tristis (Linnaeus, 1758)",-123.12978,44.077835,"Spinus tristis (Linnaeus, 1758)",2020,4,13,2020-04-13,2
"3360","Spinus tristis (Linnaeus, 1758)",-117.80051,45.298725,"Spinus tristis (Linnaeus, 1758)",2020,4,25,2020-04-25,8
"3361","Spinus tristis (Linnaeus, 1758)",-122.77874,45.64832,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,19
"3362","Spinus tristis (Linnaeus, 1758)",-123.29898,44.919357,"Spinus tristis (Linnaeus, 1758)",2020,4,17,2020-04-17,8
"3363","Spinus tristis (Linnaeus, 1758)",-117.93017,45.013214,"Spinus tristis (Linnaeus, 1758)",2020,4,18,2020-04-18,1
"3364","Spinus tristis (Linnaeus, 1758)",-123.94844,45.521744,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,1
"3365","Spinus tristis (Linnaeus, 1758)",-122.76733,45.365307,"Spinus tristis (Linnaeus, 1758)",2020,4,20,2020-04-20,4
"3366","Spinus tristis (Linnaeus, 1758)",-122.87697,45.667896,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,11
"3367","Spinus tristis (Linnaeus, 1758)",-122.821526,45.872032,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,1
"3368","Spinus tristis (Linnaeus, 1758)",-123.12978,44.077835,"Spinus tristis (Linnaeus, 1758)",2020,4,15,2020-04-15,2
"3369","Spinus tristis (Linnaeus, 1758)",-122.66711,45.21097,"Spinus tristis (Linnaeus, 1758)",2020,4,26,2020-04-26,15
"3370","Spinus tristis (Linnaeus, 1758)",-123.923515,46.18144,"Spinus tristis (Linnaeus, 1758)",2020,4,29,2020-04-29,4
"3371","Spinus tristis (Linnaeus, 1758)",-123.27803,43.028606,"Spinus tristis (Linnaeus, 1758)",2020,4,24,2020-04-24,50
"3372","Spinus tristis (Linnaeus, 1758)",-123.00443,44.895153,"Spinus tristis (Linnaeus, 1758)",2020,4,24,2020-04-24,2
"3373","Spinus tristis (Linnaeus, 1758)",-122.86374,45.153027,"Spinus tristis (Linnaeus, 1758)",2020,4,9,2020-04-09,1
"3374","Spinus tristis (Linnaeus, 1758)",-121.79916,42.227818,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,5
"3375","Spinus tristis (Linnaeus, 1758)",-122.98603,42.164978,"Spinus tristis (Linnaeus, 1758)",2020,4,28,2020-04-28,10
"3376","Spinus tristis (Linnaeus, 1758)",-121.31051,44.085354,"Spinus tristis (Linnaeus, 1758)",2020,4,7,2020-04-07,2
"3377","Spinus tristis (Linnaeus, 1758)",-123.0918,44.0583,"Spinus tristis (Linnaeus, 1758)",2020,4,28,2020-04-28,3
"3378","Spinus tristis (Linnaeus, 1758)",-123.1374,44.091927,"Spinus tristis (Linnaeus, 1758)",2020,4,13,2020-04-13,3
"3379","Spinus tristis (Linnaeus, 1758)",-122.8365,45.49257,"Spinus tristis (Linnaeus, 1758)",2020,4,27,2020-04-27,1
"3380","Spinus tristis (Linnaeus, 1758)",-122.802345,45.45636,"Spinus tristis (Linnaeus, 1758)",2020,4,27,2020-04-27,8
"3381","Spinus tristis (Linnaeus, 1758)",-122.68419,45.57174,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,1
"3382","Spinus tristis (Linnaeus, 1758)",-123.85682,46.1794,"Spinus tristis (Linnaeus, 1758)",2020,4,26,2020-04-26,1
"3383","Spinus tristis (Linnaeus, 1758)",-123.15738,44.051094,"Spinus tristis (Linnaeus, 1758)",2020,4,13,2020-04-13,3
"3384","Spinus tristis (Linnaeus, 1758)",-122.71642,42.18999,"Spinus tristis (Linnaeus, 1758)",2020,4,23,2020-04-23,3
"3385","Spinus tristis (Linnaeus, 1758)",-117.952,45.27048,"Spinus tristis (Linnaeus, 1758)",2020,4,12,2020-04-12,2
"3386","Spinus tristis (Linnaeus, 1758)",-122.71393,45.612507,"Spinus tristis (Linnaeus, 1758)",2020,4,12,2020-04-12,1
"3387","Spinus tristis (Linnaeus, 1758)",-122.79118,45.456276,"Spinus tristis (Linnaeus, 1758)",2020,4,26,2020-04-26,2
"3388","Spinus tristis (Linnaeus, 1758)",-123.15394,44.01944,"Spinus tristis (Linnaeus, 1758)",2020,4,17,2020-04-17,1
"3389","Spinus tristis (Linnaeus, 1758)",-118.83396,45.47994,"Spinus tristis (Linnaeus, 1758)",2020,4,4,2020-04-04,10
"3390","Spinus tristis (Linnaeus, 1758)",-123.12092,44.597816,"Spinus tristis (Linnaeus, 1758)",2020,4,17,2020-04-17,3
"3391","Spinus tristis (Linnaeus, 1758)",-122.707664,45.521656,"Spinus tristis (Linnaeus, 1758)",2020,4,13,2020-04-13,1
"3392","Spinus tristis (Linnaeus, 1758)",-122.71988,42.21513,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,3
"3393","Spinus tristis (Linnaeus, 1758)",-124.04084,44.86738,"Spinus tristis (Linnaeus, 1758)",2020,4,25,2020-04-25,3
"3394","Spinus tristis (Linnaeus, 1758)",-122.489235,42.151176,"Spinus tristis (Linnaeus, 1758)",2020,4,26,2020-04-26,6
"3395","Spinus tristis (Linnaeus, 1758)",-118.09765,45.34025,"Spinus tristis (Linnaeus, 1758)",2020,4,27,2020-04-27,3
"3396","Spinus tristis (Linnaeus, 1758)",-123.08686,44.02567,"Spinus tristis (Linnaeus, 1758)",2020,4,5,2020-04-05,2
"3397","Spinus tristis (Linnaeus, 1758)",-123.08471,45.63433,"Spinus tristis (Linnaeus, 1758)",2020,4,28,2020-04-28,5
"3398","Spinus tristis (Linnaeus, 1758)",-123.08518,45.50649,"Spinus tristis (Linnaeus, 1758)",2020,4,17,2020-04-17,4
"3399","Spinus tristis (Linnaeus, 1758)",-122.6547,45.551533,"Spinus tristis (Linnaeus, 1758)",2020,4,18,2020-04-18,1
"3400","Spinus tristis (Linnaeus, 1758)",-123.46631,43.26369,"Spinus tristis (Linnaeus, 1758)",2020,4,26,2020-04-26,1
"3401","Spinus tristis (Linnaeus, 1758)",-122.84256,45.559216,"Spinus tristis (Linnaeus, 1758)",2020,4,27,2020-04-27,2
"3402","Spinus tristis (Linnaeus, 1758)",-122.63348,45.492455,"Spinus tristis (Linnaeus, 1758)",2020,4,5,2020-04-05,2
"3403","Spinus tristis (Linnaeus, 1758)",-123.24958,44.53723,"Spinus tristis (Linnaeus, 1758)",2020,4,28,2020-04-28,11
"3404","Spinus tristis (Linnaeus, 1758)",-122.72503,45.342552,"Spinus tristis (Linnaeus, 1758)",2020,4,19,2020-04-19,NA
"3405","Spinus tristis (Linnaeus, 1758)",-122.71332,42.197968,"Spinus tristis (Linnaeus, 1758)",2020,4,29,2020-04-29,2
"3406","Spinus tristis (Linnaeus, 1758)",-123.09825,44.022762,"Spinus tristis (Linnaeus, 1758)",2020,4,19,2020-04-19,5
"3407","Spinus tristis (Linnaeus, 1758)",-123.24626,44.541058,"Spinus tristis (Linnaeus, 1758)",2020,4,23,2020-04-23,13
"3408","Spinus tristis (Linnaeus, 1758)",-122.489235,42.151176,"Spinus tristis (Linnaeus, 1758)",2020,4,26,2020-04-26,6
"3409","Spinus tristis (Linnaeus, 1758)",-123.03775,44.936844,"Spinus tristis (Linnaeus, 1758)",2020,4,10,2020-04-10,5
"3410","Spinus tristis (Linnaeus, 1758)",-122.89195,45.51638,"Spinus tristis (Linnaeus, 1758)",2020,4,12,2020-04-12,1
"3411","Spinus tristis (Linnaeus, 1758)",-123.00133,45.98158,"Spinus tristis (Linnaeus, 1758)",2020,4,11,2020-04-11,1
"3412","Spinus tristis (Linnaeus, 1758)",-121.530945,45.71148,"Spinus tristis (Linnaeus, 1758)",2020,4,12,2020-04-12,2
"3413","Spinus tristis (Linnaeus, 1758)",-122.68643,45.5682,"Spinus tristis (Linnaeus, 1758)",2020,4,22,2020-04-22,2
"3414","Spinus tristis (Linnaeus, 1758)",-124.11245,44.08857,"Spinus tristis (Linnaeus, 1758)",2020,4,29,2020-04-29,7
"3415","Spinus tristis (Linnaeus, 1758)",-122.83625,45.823257,"Spinus tristis (Linnaeus, 1758)",2020,4,27,2020-04-27,4
"3416","Spinus tristis (Linnaeus, 1758)",-122.802345,45.45636,"Spinus tristis (Linnaeus, 1758)",2020,4,29,2020-04-29,8
"3417","Spinus tristis (Linnaeus, 1758)",-122.892494,45.517086,"Spinus tristis (Linnaeus, 1758)",2020,4,23,2020-04-23,3
"3418","Spinus tristis (Linnaeus, 1758)",-122.69869,45.564587,"Spinus tristis (Linnaeus, 1758)",2020,4,26,2020-04-26,2
"3419","Spinus tristis (Linnaeus, 1758)",-117.80051,45.298725,"Spinus tristis (Linnaeus, 1758)",2020,4,17,2020-04-17,2
"3420","Spinus tristis (Linnaeus, 1758)",-124.03382,43.10754,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,3
"3421","Spinus tristis (Linnaeus, 1758)",-123.00133,45.98158,"Spinus tristis (Linnaeus, 1758)",2020,4,14,2020-04-14,3
"3422","Spinus tristis (Linnaeus, 1758)",-123.94844,45.521744,"Spinus tristis (Linnaeus, 1758)",2020,4,27,2020-04-27,4
"3423","Spinus tristis (Linnaeus, 1758)",-123.24927,44.041195,"Spinus tristis (Linnaeus, 1758)",2020,4,29,2020-04-29,2
"3424","Spinus tristis (Linnaeus, 1758)",-122.835365,45.38112,"Spinus tristis (Linnaeus, 1758)",2020,4,29,2020-04-29,4
"3425","Spinus tristis (Linnaeus, 1758)",-122.66711,45.21097,"Spinus tristis (Linnaeus, 1758)",2020,4,19,2020-04-19,3
"3426","Spinus tristis (Linnaeus, 1758)",-122.846504,45.561398,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,2
"3427","Spinus tristis (Linnaeus, 1758)",-123.07893,44.963028,"Spinus tristis (Linnaeus, 1758)",2020,4,12,2020-04-12,1
"3428","Spinus tristis (Linnaeus, 1758)",-117.119484,44.927402,"Spinus tristis (Linnaeus, 1758)",2020,4,18,2020-04-18,13
"3429","Spinus tristis (Linnaeus, 1758)",-122.40696,45.561504,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,12
"3430","Spinus tristis (Linnaeus, 1758)",-122.720894,42.203587,"Spinus tristis (Linnaeus, 1758)",2020,4,29,2020-04-29,3
"3431","Spinus tristis (Linnaeus, 1758)",-122.820755,45.71448,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,2
"3432","Spinus tristis (Linnaeus, 1758)",-123.30318,44.548542,"Spinus tristis (Linnaeus, 1758)",2020,4,15,2020-04-15,10
"3433","Spinus tristis (Linnaeus, 1758)",-123.13611,45.712704,"Spinus tristis (Linnaeus, 1758)",2020,4,26,2020-04-26,4
"3434","Spinus tristis (Linnaeus, 1758)",-122.80981,45.51191,"Spinus tristis (Linnaeus, 1758)",2020,4,7,2020-04-07,1
"3435","Spinus tristis (Linnaeus, 1758)",-121.31051,44.085354,"Spinus tristis (Linnaeus, 1758)",2020,4,26,2020-04-26,5
"3436","Spinus tristis (Linnaeus, 1758)",-123.17947,44.074192,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,4
"3437","Spinus tristis (Linnaeus, 1758)",-122.72042,45.471943,"Spinus tristis (Linnaeus, 1758)",2020,4,11,2020-04-11,2
"3438","Spinus tristis (Linnaeus, 1758)",-117.93017,45.013214,"Spinus tristis (Linnaeus, 1758)",2020,4,18,2020-04-18,1
"3439","Spinus tristis (Linnaeus, 1758)",-122.71357,42.21464,"Spinus tristis (Linnaeus, 1758)",2020,4,14,2020-04-14,5
"3440","Spinus tristis (Linnaeus, 1758)",-123.43307,44.856667,"Spinus tristis (Linnaeus, 1758)",2020,4,14,2020-04-14,2
"3441","Spinus tristis (Linnaeus, 1758)",-124.0472,44.846478,"Spinus tristis (Linnaeus, 1758)",2020,4,25,2020-04-25,3
"3442","Spinus tristis (Linnaeus, 1758)",-118.073326,45.32362,"Spinus tristis (Linnaeus, 1758)",2020,4,26,2020-04-26,4
"3443","Spinus tristis (Linnaeus, 1758)",-118.073326,45.32362,"Spinus tristis (Linnaeus, 1758)",2020,4,19,2020-04-19,2
"3444","Spinus tristis (Linnaeus, 1758)",-122.98603,42.164978,"Spinus tristis (Linnaeus, 1758)",2020,4,8,2020-04-08,1
"3445","Spinus tristis (Linnaeus, 1758)",-123.13789,44.03709,"Spinus tristis (Linnaeus, 1758)",2020,4,20,2020-04-20,2
"3446","Spinus tristis (Linnaeus, 1758)",-123.04624,44.651806,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,1
"3447","Spinus tristis (Linnaeus, 1758)",-123.17784,44.06405,"Spinus tristis (Linnaeus, 1758)",2020,4,13,2020-04-13,4
"3448","Spinus tristis (Linnaeus, 1758)",-122.55771,42.131767,"Spinus tristis (Linnaeus, 1758)",2020,4,26,2020-04-26,8
"3449","Spinus tristis (Linnaeus, 1758)",-123.08518,45.50649,"Spinus tristis (Linnaeus, 1758)",2020,4,19,2020-04-19,1
"3450","Spinus tristis (Linnaeus, 1758)",-122.838165,42.307587,"Spinus tristis (Linnaeus, 1758)",2020,4,19,2020-04-19,1
"3451","Spinus tristis (Linnaeus, 1758)",-123.075356,44.032223,"Spinus tristis (Linnaeus, 1758)",2020,4,17,2020-04-17,6
"3452","Spinus tristis (Linnaeus, 1758)",-117.80051,45.298725,"Spinus tristis (Linnaeus, 1758)",2020,4,21,2020-04-21,2
"3453","Spinus tristis (Linnaeus, 1758)",-123.00133,45.98158,"Spinus tristis (Linnaeus, 1758)",2020,4,28,2020-04-28,56
"3454","Spinus tristis (Linnaeus, 1758)",-122.71382,42.213337,"Spinus tristis (Linnaeus, 1758)",2020,4,29,2020-04-29,1
"3455","Spinus tristis (Linnaeus, 1758)",-123.13393,44.076706,"Spinus tristis (Linnaeus, 1758)",2020,4,17,2020-04-17,1
"3456","Spinus tristis (Linnaeus, 1758)",-122.83943,45.357544,"Spinus tristis (Linnaeus, 1758)",2020,4,21,2020-04-21,1
"3457","Spinus tristis (Linnaeus, 1758)",-121.52667,43.71461,"Spinus tristis (Linnaeus, 1758)",2020,4,27,2020-04-27,4
"3458","Spinus tristis (Linnaeus, 1758)",-123.33781,44.52084,"Spinus tristis (Linnaeus, 1758)",2020,4,25,2020-04-25,1
"3459","Spinus tristis (Linnaeus, 1758)",-122.59403,45.51146,"Spinus tristis (Linnaeus, 1758)",2020,4,26,2020-04-26,2
"3460","Spinus tristis (Linnaeus, 1758)",-123.05129,44.73858,"Spinus tristis (Linnaeus, 1758)",2020,4,8,2020-04-08,1
"3461","Spinus tristis (Linnaeus, 1758)",-123.08518,45.50649,"Spinus tristis (Linnaeus, 1758)",2020,4,18,2020-04-18,2
"3462","Spinus tristis (Linnaeus, 1758)",-123.24875,44.537373,"Spinus tristis (Linnaeus, 1758)",2020,4,2,2020-04-02,12
"3463","Spinus tristis (Linnaeus, 1758)",-123.16979,43.99067,"Spinus tristis (Linnaeus, 1758)",2020,4,29,2020-04-29,8
"3464","Spinus tristis (Linnaeus, 1758)",-122.929085,43.894897,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,15
"3465","Spinus tristis (Linnaeus, 1758)",-123.0311,42.458042,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,1
"3466","Spinus tristis (Linnaeus, 1758)",-123.00133,45.98158,"Spinus tristis (Linnaeus, 1758)",2020,4,16,2020-04-16,3
"3467","Spinus tristis (Linnaeus, 1758)",-123.34431,44.51739,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,6
"3468","Spinus tristis (Linnaeus, 1758)",-123.07333,44.92445,"Spinus tristis (Linnaeus, 1758)",2020,4,27,2020-04-27,6
"3469","Spinus tristis (Linnaeus, 1758)",-123.37362,44.54881,"Spinus tristis (Linnaeus, 1758)",2020,4,28,2020-04-28,6
"3470","Spinus tristis (Linnaeus, 1758)",-124.025406,44.626213,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,2
"3471","Spinus tristis (Linnaeus, 1758)",-123.288734,44.577324,"Spinus tristis (Linnaeus, 1758)",2020,4,19,2020-04-19,2
"3472","Spinus tristis (Linnaeus, 1758)",-122.63117,45.381897,"Spinus tristis (Linnaeus, 1758)",2020,4,5,2020-04-05,1
"3473","Spinus tristis (Linnaeus, 1758)",-123.15546,44.054283,"Spinus tristis (Linnaeus, 1758)",2020,4,21,2020-04-21,2
"3474","Spinus tristis (Linnaeus, 1758)",-117.87121,45.204243,"Spinus tristis (Linnaeus, 1758)",2020,4,21,2020-04-21,6
"3475","Spinus tristis (Linnaeus, 1758)",-123.10388,44.043118,"Spinus tristis (Linnaeus, 1758)",2020,4,27,2020-04-27,6
"3476","Spinus tristis (Linnaeus, 1758)",-123.30318,44.548542,"Spinus tristis (Linnaeus, 1758)",2020,4,19,2020-04-19,4
"3477","Spinus tristis (Linnaeus, 1758)",-123.08667,44.02556,"Spinus tristis (Linnaeus, 1758)",2020,4,22,2020-04-22,1
"3478","Spinus tristis (Linnaeus, 1758)",-122.67201,45.517593,"Spinus tristis (Linnaeus, 1758)",2020,4,13,2020-04-13,1
"3479","Spinus tristis (Linnaeus, 1758)",-122.929085,43.894897,"Spinus tristis (Linnaeus, 1758)",2020,4,19,2020-04-19,1
"3480","Spinus tristis (Linnaeus, 1758)",-118.09765,45.34025,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,2
"3481","Spinus tristis (Linnaeus, 1758)",-123.02577,44.41541,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,21
"3482","Spinus tristis (Linnaeus, 1758)",-118.01569,45.24747,"Spinus tristis (Linnaeus, 1758)",2020,4,18,2020-04-18,8
"3483","Spinus tristis (Linnaeus, 1758)",-123.25725,44.961403,"Spinus tristis (Linnaeus, 1758)",2020,4,19,2020-04-19,2
"3484","Spinus tristis (Linnaeus, 1758)",-122.68583,45.432022,"Spinus tristis (Linnaeus, 1758)",2020,4,4,2020-04-04,3
"3485","Spinus tristis (Linnaeus, 1758)",-122.72692,45.538475,"Spinus tristis (Linnaeus, 1758)",2020,4,19,2020-04-19,1
"3486","Spinus tristis (Linnaeus, 1758)",-123.32352,42.421745,"Spinus tristis (Linnaeus, 1758)",2020,4,29,2020-04-29,1
"3487","Spinus tristis (Linnaeus, 1758)",-123.34612,44.520134,"Spinus tristis (Linnaeus, 1758)",2020,4,29,2020-04-29,1
"3488","Spinus tristis (Linnaeus, 1758)",-119.069984,43.58159,"Spinus tristis (Linnaeus, 1758)",2020,4,13,2020-04-13,1
"3489","Spinus tristis (Linnaeus, 1758)",-122.82106,45.70539,"Spinus tristis (Linnaeus, 1758)",2020,4,25,2020-04-25,8
"3490","Spinus tristis (Linnaeus, 1758)",-123.04069,44.054626,"Spinus tristis (Linnaeus, 1758)",2020,4,24,2020-04-24,12
"3491","Spinus tristis (Linnaeus, 1758)",-122.839516,44.610195,"Spinus tristis (Linnaeus, 1758)",2020,4,29,2020-04-29,2
"3492","Spinus tristis (Linnaeus, 1758)",-122.58494,45.11864,"Spinus tristis (Linnaeus, 1758)",2020,4,17,2020-04-17,1
"3493","Spinus tristis (Linnaeus, 1758)",-122.9889,45.505,"Spinus tristis (Linnaeus, 1758)",2020,4,19,2020-04-19,3
"3494","Spinus tristis (Linnaeus, 1758)",-123.1374,44.091927,"Spinus tristis (Linnaeus, 1758)",2020,4,16,2020-04-16,4
"3495","Spinus tristis (Linnaeus, 1758)",-117.952,45.27048,"Spinus tristis (Linnaeus, 1758)",2020,4,7,2020-04-07,2
"3496","Spinus tristis (Linnaeus, 1758)",-122.820755,45.71448,"Spinus tristis (Linnaeus, 1758)",2020,4,20,2020-04-20,5
"3497","Spinus tristis (Linnaeus, 1758)",-122.80656,42.268024,"Spinus tristis (Linnaeus, 1758)",2020,4,22,2020-04-22,10
"3498","Spinus tristis (Linnaeus, 1758)",-122.68869,45.467457,"Spinus tristis (Linnaeus, 1758)",2020,4,21,2020-04-21,1
"3499","Spinus tristis (Linnaeus, 1758)",-123.04533,44.01754,"Spinus tristis (Linnaeus, 1758)",2020,4,28,2020-04-28,2
"3500","Spinus tristis (Linnaeus, 1758)",-119.069984,43.58159,"Spinus tristis (Linnaeus, 1758)",2020,4,13,2020-04-13,1
"3501","Spinus tristis (Linnaeus, 1758)",-122.720894,42.203587,"Spinus tristis (Linnaeus, 1758)",2020,4,14,2020-04-14,1
"3502","Spinus tristis (Linnaeus, 1758)",-122.89195,45.51638,"Spinus tristis (Linnaeus, 1758)",2020,4,19,2020-04-19,1
"3503","Spinus tristis (Linnaeus, 1758)",-122.40696,45.561504,"Spinus tristis (Linnaeus, 1758)",2020,4,20,2020-04-20,2
"3504","Spinus tristis (Linnaeus, 1758)",-122.63348,45.492455,"Spinus tristis (Linnaeus, 1758)",2020,4,17,2020-04-17,2
"3505","Spinus tristis (Linnaeus, 1758)",-123.30318,44.548542,"Spinus tristis (Linnaeus, 1758)",2020,4,5,2020-04-05,6
"3506","Spinus tristis (Linnaeus, 1758)",-124.42673,43.065845,"Spinus tristis (Linnaeus, 1758)",2020,4,28,2020-04-28,2
"3507","Spinus tristis (Linnaeus, 1758)",-123.04645,42.230473,"Spinus tristis (Linnaeus, 1758)",2020,4,15,2020-04-15,3
"3508","Spinus tristis (Linnaeus, 1758)",-123.19311,44.86371,"Spinus tristis (Linnaeus, 1758)",2020,4,20,2020-04-20,20
"3509","Spinus tristis (Linnaeus, 1758)",-122.77655,45.757458,"Spinus tristis (Linnaeus, 1758)",2020,4,29,2020-04-29,2
"3510","Spinus tristis (Linnaeus, 1758)",-122.4979,45.529377,"Spinus tristis (Linnaeus, 1758)",2020,4,12,2020-04-12,1
"3511","Spinus tristis (Linnaeus, 1758)",-122.80981,45.51191,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,2
"3512","Spinus tristis (Linnaeus, 1758)",-123.91429,45.70748,"Spinus tristis (Linnaeus, 1758)",2020,4,23,2020-04-23,4
"3513","Spinus tristis (Linnaeus, 1758)",-121.31051,44.085354,"Spinus tristis (Linnaeus, 1758)",2020,4,24,2020-04-24,4
"3514","Spinus tristis (Linnaeus, 1758)",-123.01048,44.066483,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,2
"3515","Spinus tristis (Linnaeus, 1758)",-118.804596,45.651043,"Spinus tristis (Linnaeus, 1758)",2020,4,24,2020-04-24,1
"3516","Spinus tristis (Linnaeus, 1758)",-123.01048,44.066483,"Spinus tristis (Linnaeus, 1758)",2020,4,14,2020-04-14,5
"3517","Spinus tristis (Linnaeus, 1758)",-122.951126,45.512558,"Spinus tristis (Linnaeus, 1758)",2020,4,22,2020-04-22,NA
"3518","Spinus tristis (Linnaeus, 1758)",-122.20956,45.362022,"Spinus tristis (Linnaeus, 1758)",2020,4,27,2020-04-27,2
"3519","Spinus tristis (Linnaeus, 1758)",-122.700485,42.18151,"Spinus tristis (Linnaeus, 1758)",2020,4,20,2020-04-20,3
"3520","Spinus tristis (Linnaeus, 1758)",-123.27072,44.6321,"Spinus tristis (Linnaeus, 1758)",2020,4,17,2020-04-17,1
"3521","Spinus tristis (Linnaeus, 1758)",-123.04533,44.01754,"Spinus tristis (Linnaeus, 1758)",2020,4,23,2020-04-23,1
"3522","Spinus tristis (Linnaeus, 1758)",-123.01048,44.066483,"Spinus tristis (Linnaeus, 1758)",2020,4,1,2020-04-01,7
"3523","Spinus tristis (Linnaeus, 1758)",-122.712395,45.47175,"Spinus tristis (Linnaeus, 1758)",2020,4,26,2020-04-26,1
"3524","Spinus tristis (Linnaeus, 1758)",-123.30472,44.547554,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,15
"3525","Spinus tristis (Linnaeus, 1758)",-123.67397,43.62574,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,2
"3526","Spinus tristis (Linnaeus, 1758)",-123.00133,45.98158,"Spinus tristis (Linnaeus, 1758)",2020,4,20,2020-04-20,12
"3527","Spinus tristis (Linnaeus, 1758)",-123.101074,44.803448,"Spinus tristis (Linnaeus, 1758)",2020,4,21,2020-04-21,2
"3528","Spinus tristis (Linnaeus, 1758)",-123.10688,44.07757,"Spinus tristis (Linnaeus, 1758)",2020,4,2,2020-04-02,2
"3529","Spinus tristis (Linnaeus, 1758)",-122.802345,45.45636,"Spinus tristis (Linnaeus, 1758)",2020,4,22,2020-04-22,2
"3530","Spinus tristis (Linnaeus, 1758)",-123.24626,44.541058,"Spinus tristis (Linnaeus, 1758)",2020,4,26,2020-04-26,11
"3531","Spinus tristis (Linnaeus, 1758)",-122.9807,46.110134,"Spinus tristis (Linnaeus, 1758)",2020,4,30,2020-04-30,6
"3532","Spinus tristis (Linnaeus, 1758)",-123.463425,44.49257,"Spinus tristis (Linnaeus, 1758)",2020,4,25,2020-04-25,4
"3533","Spinus tristis (Linnaeus, 1758)",-122.691315,45.55759,"Spinus tristis (Linnaeus, 1758)",2020,4,12,2020-04-12,1
"3534","Spinus tristis (Linnaeus, 1758)",-124.029655,44.889786,"Spinus tristis (Linnaeus, 1758)",2020,4,25,2020-04-25,1
"3535","Spinus tristis (Linnaeus, 1758)",-122.867325,42.439598,"Spinus tristis (Linnaeus, 1758)",2020,4,25,2020-04-25,1
"3536","Spinus tristis (Linnaeus, 1758)",-122.6678,45.497776,"Spinus tristis (Linnaeus, 1758)",2020,4,2,2020-04-02,1
"3537","Spinus tristis (Linnaeus, 1758)",-123.24875,44.537373,"Spinus tristis (Linnaeus, 1758)",2020,4,29,2020-04-29,22
"3538","Spinus tristis (Linnaeus, 1758)",-123.28324,44.546852,"Spinus tristis (Linnaeus, 1758)",2020,4,29,2020-04-29,2
"3539","Spinus tristis (Linnaeus, 1758)",-123.1374,44.091927,"Spinus tristis (Linnaeus, 1758)",2020,4,22,2020-04-22,3
"3540","Spinus tristis (Linnaeus, 1758)",-122.9807,46.110134,"Spinus tristis (Linnaeus, 1758)",2020,4,18,2020-04-18,2
